consumer,error_number,errors
Poliane da Silva,7,"[{'Order_id': 2424, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 2425, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 2426, 'Product_id': 15, 'Product_name': 'switch controller'}, {'Order_id': 2427, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 2428, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 2429, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 2430, 'Product_id': 11, 'Product_name': 'kabel'}]"
Carlos Paim Ito,3,"[{'Order_id': 2431, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 2433, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 2434, 'Product_id': 47, 'Product_name': 'chocolate'}]"
Gilmar Gimenes,5,"[{'Order_id': 2435, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 2436, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 2437, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 2438, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 2439, 'Product_id': 57, 'Product_name': 'dolce gusto'}]"
Kléber Vaz Damasceno,4,"[{'Order_id': 2440, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 2441, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 2442, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 2443, 'Product_id': 32, 'Product_name': 'instax mini'}]"
Beatriz Gimenes da Silva,4,"[{'Order_id': 2444, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 2445, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 2446, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 2448, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}]"
Isabela Vaz da Cruz,7,"[{'Order_id': 2449, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 2450, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 2451, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 2452, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 2453, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 2454, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 2455, 'Product_id': 63, 'Product_name': 'cafeteira'}]"
Kléber Lima,3,"[{'Order_id': 2456, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 2457, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 2458, 'Product_id': 5, 'Product_name': 'led lights'}]"
Antônio Vaz Velho,4,"[{'Order_id': 2459, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 2460, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 2461, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 2462, 'Product_id': 9, 'Product_name': 'fluke'}]"
Valdomiro Nazário,2,"[{'Order_id': 2464, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 2465, 'Product_id': 26, 'Product_name': 'nikon'}]"
Isabela Gimenes Correia,4,"[{'Order_id': 2466, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 2467, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 2468, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 2469, 'Product_id': 3, 'Product_name': 'batteries'}]"
Antônio Machado,1,"[{'Order_id': 2470, 'Product_id': 62, 'Product_name': 'carrefour'}]"
Kléber Lobo Paschoal,3,"[{'Order_id': 2472, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 2473, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 2475, 'Product_id': 64, 'Product_name': 'heineken'}]"
Heloísa Carmo,1,"[{'Order_id': 2476, 'Product_id': 28, 'Product_name': 'instax'}]"
Kléber Monteiro,1,"[{'Order_id': 2477, 'Product_id': 54, 'Product_name': 'vodka'}]"
Rafael Correia,4,"[{'Order_id': 2478, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 2479, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 2480, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 2481, 'Product_id': 55, 'Product_name': 'mercado livre'}]"
Rafael Simões Paim,3,"[{'Order_id': 2484, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 2485, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 2486, 'Product_id': 47, 'Product_name': 'chocolate'}]"
Carina Pacheco Correia,4,"[{'Order_id': 2487, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 2488, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 2489, 'Product_id': 11, 'Product_name': 'kabel'}, {'Order_id': 2490, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}]"
Carina Monteiro,7,"[{'Order_id': 2491, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 2492, 'Product_id': 7, 'Product_name': 'trash can'}, {'Order_id': 2493, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 2494, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 2495, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 2496, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 2497, 'Product_id': 63, 'Product_name': 'cafeteira'}]"
Poliane Machado Braga,4,"[{'Order_id': 2501, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 2502, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 2503, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 2504, 'Product_id': 32, 'Product_name': 'instax mini'}]"
Carlos Paim,5,"[{'Order_id': 2506, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 2507, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 2508, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 2509, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 2510, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}]"
Carina Gimenes,2,"[{'Order_id': 2511, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 2512, 'Product_id': 7, 'Product_name': 'trash can'}]"
Carlos Braga Barroso,4,"[{'Order_id': 2514, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 2515, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 2516, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 2517, 'Product_id': 13, 'Product_name': 'led strip'}]"
Taís Lopes,1,"[{'Order_id': 2518, 'Product_id': 1, 'Product_name': 'battery'}]"
Carina Carmo,4,"[{'Order_id': 2520, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 2521, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 2522, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 2523, 'Product_id': 30, 'Product_name': 'moto g9'}]"
Isabela Lobo,5,"[{'Order_id': 2524, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 2525, 'Product_id': 48, 'Product_name': 'cerveja'}, {'Order_id': 2526, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 2527, 'Product_id': 7, 'Product_name': 'trash can'}, {'Order_id': 2528, 'Product_id': 21, 'Product_name': 'camera'}]"
Antônio Gimenes,6,"[{'Order_id': 2529, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 2530, 'Product_id': 32, 'Product_name': 'instax mini'}, {'Order_id': 2531, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 2532, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 2533, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 2534, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}]"
Heloísa Simões Ito,6,"[{'Order_id': 2535, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 2536, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 2538, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 2539, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 2540, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 2541, 'Product_id': 11, 'Product_name': 'kabel'}]"
Valdomiro Carmo Arruda,4,"[{'Order_id': 2542, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 2543, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 2545, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 2546, 'Product_id': 9, 'Product_name': 'fluke'}]"
Beatriz Silveira,4,"[{'Order_id': 2549, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 2550, 'Product_id': 15, 'Product_name': 'switch controller'}, {'Order_id': 2551, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 2552, 'Product_id': 69, 'Product_name': 'barra de chocolate'}]"
Fernando Lima,3,"[{'Order_id': 2553, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 2554, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 2555, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Isabela Monteiro Fraga,4,"[{'Order_id': 2556, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 2557, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 2558, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 2559, 'Product_id': 9, 'Product_name': 'fluke'}]"
Gilmar Quadros,5,"[{'Order_id': 2560, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 2561, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 2563, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 2564, 'Product_id': 64, 'Product_name': 'heineken'}, {'Order_id': 2565, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}]"
Fernando Lima,5,"[{'Order_id': 2566, 'Product_id': 49, 'Product_name': 'whisky'}, {'Order_id': 2567, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 2568, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 2569, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 2570, 'Product_id': 3, 'Product_name': 'batteries'}]"
Poliane Medeiros Monteiro,2,"[{'Order_id': 2571, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 2572, 'Product_id': 25, 'Product_name': 's20 fe'}]"
Carlos Oliveira,6,"[{'Order_id': 2573, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 2574, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 2575, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 2576, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 2577, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 2578, 'Product_id': 22, 'Product_name': 'câmera'}]"
Fabiana da Cruz,6,"[{'Order_id': 2579, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 2580, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 2581, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 2583, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 2584, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 2585, 'Product_id': 50, 'Product_name': 'gin'}]"
Elaine Ruiz Fraga,1,"[{'Order_id': 2586, 'Product_id': 59, 'Product_name': 'doces'}]"
Elaine Monteiro da Cunha,2,"[{'Order_id': 2590, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 2591, 'Product_id': 16, 'Product_name': 'fichario'}]"
Fabiana Assis Paschoal,1,"[{'Order_id': 2592, 'Product_id': 25, 'Product_name': 's20 fe'}]"
Gilmar Vaz Silveira,1,"[{'Order_id': 2593, 'Product_id': 22, 'Product_name': 'câmera'}]"
Taís Damasceno Monteiro,1,"[{'Order_id': 2594, 'Product_id': 31, 'Product_name': 'camera polaroid'}]"
Antônio Braz,4,"[{'Order_id': 2595, 'Product_id': 64, 'Product_name': 'heineken'}, {'Order_id': 2596, 'Product_id': 49, 'Product_name': 'whisky'}, {'Order_id': 2597, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 2598, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}]"
Heloísa Paschoal,3,"[{'Order_id': 2599, 'Product_id': 67, 'Product_name': 'cortina para sala'}, {'Order_id': 2601, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 2602, 'Product_id': 24, 'Product_name': 'polaroid'}]"
Rafael Quadros,3,"[{'Order_id': 2603, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 2604, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 2606, 'Product_id': 12, 'Product_name': 'multimeter'}]"
Elaine Farias,5,"[{'Order_id': 2608, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 2609, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 2610, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 2611, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 2612, 'Product_id': 48, 'Product_name': 'cerveja'}]"
Fabiana Simões Quadros,4,"[{'Order_id': 2613, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 2614, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 2615, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 2616, 'Product_id': 46, 'Product_name': 'vinho'}]"
Rafael Nazário,4,"[{'Order_id': 2618, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 2620, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 2621, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 2622, 'Product_id': 8, 'Product_name': 'car battery'}]"
Elaine Vargas,3,"[{'Order_id': 2624, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 2625, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 2626, 'Product_id': 5, 'Product_name': 'led lights'}]"
Valdomiro Correia,6,"[{'Order_id': 2627, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 2628, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 2629, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 2631, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 2632, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 2633, 'Product_id': 37, 'Product_name': 'moto g9 plus'}]"
Isabela Cavalcanti,3,"[{'Order_id': 2635, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 2636, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 2637, 'Product_id': 62, 'Product_name': 'carrefour'}]"
Taís Farias,4,"[{'Order_id': 2638, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 2639, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 2640, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 2641, 'Product_id': 1, 'Product_name': 'battery'}]"
Carlos Simões Quadros,4,"[{'Order_id': 2642, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 2644, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 2645, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 2646, 'Product_id': 55, 'Product_name': 'mercado livre'}]"
Elaine Correia,3,"[{'Order_id': 2648, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 2650, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 2651, 'Product_id': 16, 'Product_name': 'fichario'}]"
Isabela Oliveira,1,"[{'Order_id': 2653, 'Product_id': 67, 'Product_name': 'cortina para sala'}]"
Antônio Lobo,3,"[{'Order_id': 2654, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 2656, 'Product_id': 32, 'Product_name': 'instax mini'}, {'Order_id': 2657, 'Product_id': 6, 'Product_name': 'battery charger'}]"
Nicole de Salles Machado,3,"[{'Order_id': 2658, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 2659, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 2660, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}]"
Fernando Cavalcanti,1,"[{'Order_id': 2662, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Antônio Machado,4,"[{'Order_id': 2664, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 2665, 'Product_id': 32, 'Product_name': 'instax mini'}, {'Order_id': 2666, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 2667, 'Product_id': 6, 'Product_name': 'battery charger'}]"
Nicolas Medeiros,1,"[{'Order_id': 2668, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}]"
Valdomiro Machado,5,"[{'Order_id': 2669, 'Product_id': 14, 'Product_name': 'carregador iphone'}, {'Order_id': 2670, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 2671, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 2672, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 2673, 'Product_id': 51, 'Product_name': 'queijo'}]"
Nicolas Quadros Assis,5,"[{'Order_id': 2674, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 2675, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 2676, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 2677, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 2678, 'Product_id': 49, 'Product_name': 'whisky'}]"
Isabela Ruiz Correia,4,"[{'Order_id': 2682, 'Product_id': 15, 'Product_name': 'switch controller'}, {'Order_id': 2683, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 2684, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 2685, 'Product_id': 20, 'Product_name': 'led rgb'}]"
Nicolas Paschoal Pacheco,1,"[{'Order_id': 2687, 'Product_id': 28, 'Product_name': 'instax'}]"
Valdomiro Lima Pacheco,6,"[{'Order_id': 2688, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 2689, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 2691, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 2692, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 2693, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 2694, 'Product_id': 22, 'Product_name': 'câmera'}]"
Nicolas Machado Pacheco,2,"[{'Order_id': 2695, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 2696, 'Product_id': 70, 'Product_name': 'leite ninho'}]"
Kléber Arruda Oliveira,6,"[{'Order_id': 2697, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 2698, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 2699, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 2700, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 2701, 'Product_id': 49, 'Product_name': 'whisky'}, {'Order_id': 2702, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}]"
Kléber Falcão,3,"[{'Order_id': 2703, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 2704, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 2706, 'Product_id': 8, 'Product_name': 'car battery'}]"
Gilmar Machado Silveira,5,"[{'Order_id': 2708, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 2709, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 2710, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 2711, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 2712, 'Product_id': 17, 'Product_name': 'bateria carro'}]"
Kléber da Cruz da Silva,4,"[{'Order_id': 2713, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 2714, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 2715, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 2716, 'Product_id': 17, 'Product_name': 'bateria carro'}]"
Heloísa da Cruz Gimenes,6,"[{'Order_id': 2718, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 2719, 'Product_id': 64, 'Product_name': 'heineken'}, {'Order_id': 2720, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 2721, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 2722, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 2723, 'Product_id': 27, 'Product_name': 'camera canon'}]"
Rafael da Cruz,5,"[{'Order_id': 2724, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 2725, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 2726, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 2727, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 2728, 'Product_id': 49, 'Product_name': 'whisky'}]"
Valdomiro Braz,5,"[{'Order_id': 2730, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 2731, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 2733, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 2734, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 2736, 'Product_id': 62, 'Product_name': 'carrefour'}]"
Nicole Vargas Pacheco,7,"[{'Order_id': 2737, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 2738, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 2739, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 2740, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 2741, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 2742, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 2743, 'Product_id': 17, 'Product_name': 'bateria carro'}]"
